writer_id,filepath
0079,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0079b.png
0079,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0079c.png
0080,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0080a.png
0080,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0080b.png
0080,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0080c.png
0081,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0081a.png
0081,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0081b.png
0081,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0081c.png
0082,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0082a.png
0082,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0082b.png
0082,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0082c.png
0083,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0083a.png
0083,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0083b.png
0083,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0083c.png
0084,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0084a.png
0084,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0084b.png
0084,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0084c.png
0084,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0084cc.png
0085,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0085a.png
0085,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0085b.png
0085,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0085c.png
0086,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0086a.png
0086,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0086b.png
0086,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0086c.png
0087,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0087a.png
0087,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0087b.png
0087,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0087c.png
0088,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0088a.png
0088,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0088b.png
0088,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0088c.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089a.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089aa.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089b.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089bb.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089c.png
0089,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0089cc.png
0090,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0090a.png
0090,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0090b.png
0090,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0090c.png
0091,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0091a.png
0091,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0091b.png
0091,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0091c.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092a.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092aa.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092b.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092bb.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092c.png
0092,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0092cc.png
0093,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0093a.png
0093,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0093b.png
0093,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0093c.png
0094,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0094a.png
0094,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0094b.png
0094,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0094c.png
0095,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0095a.png
0095,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0095b.png
0095,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0095c.png
0096,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0096a.png
0096,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0096b.png
0096,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0096c.png
0097,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0097a.png
0097,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0097b.png
0097,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0097c.png
0098,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0098a.png
0098,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0098b.png
0098,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0098c.png
0099,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0099a.png
0099,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0099b.png
0099,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0099c.png
0100,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0100a.png
0100,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0100b.png
0100,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0100c.png
0101,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0101a.png
0101,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0101b.png
0101,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0101c.png
0102,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0102a.png
0102,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0102b.png
0102,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0102c.png
0103,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0103a.png
0103,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0103b.png
0103,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0103c.png
0104,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0104a.png
